waterid,origWaterid,demtarea,rchname,station_id,station_name,staid,sitedata.demtarea.class,Obs,predict,Obsyield,predictYield,Resids,standardResids,leverage,leverageCrit,CooksD,CooksDpvalue,boot_resid,weight,tiareakm2,pResids,ratio.obs.pred,pratio.obs.pred,xlat,xlon,sitedata...which.names.sitedata...in..add_vars..
980,146249,1033.6248,NA,NA,Alafia River at US Hwy 41 SR 45,16,1034,4753.9477337,8600.15908412525,4.5992972824375,8.32038771140674,-0.592805326538235,-0.842672622377472,0.000218375159274334,0.03125,1.10786748720273e-05,1,-0.592870064120039,NA,13.8312,-1.57404655273452,0.552774394891736,0.207205017587418,27.8591667,-82.3830556,NA
985,146104,83.1753,NA,NA,Bullfrog Creek  Old Big Bend Road,17,101,1335.5977186,661.402035060633,16.0576243019262,7.951904412255,0.702772322480483,1.00522550329608,0.0125820310278643,0.03125,0.000919705294882976,1,0.707235636673245,NA,83.1753,0.702819529359145,2.01934322514983,2.01943855429052,27.79197208,-82.35203685,NA
1180,145374,398.8728,NA,NA,LITTLE MANATEE RIVER AT US HWY 301,18,473,5879.3475211,3230.4681607001,14.7399058574563,8.09899336505297,0.598818721829259,0.860284011358847,0.0211734031287412,0.03125,0.00114351159334437,1,0.605260718613087,NA,394.3242,0.598652782498204,1.81996764203546,1.8196656628782,27.6708323,-82.3527732,NA
1235,145426,473.283,NA,NA,Little Manatee River near small cove on the S side,19,473,3647.6941306,5265.73703425056,7.70721562067516,11.1259796659727,-0.367125900382256,-0.522272965972454,0.00176295826305871,0.03125,3.44092658382396e-05,1,-0.367449942719925,NA,74.4102,0.182108489876534,0.69272242553585,1.19974434693567,27.672217,-82.417,NA
1458,144986,181.9665,NA,NA,MANATEE RIVER NEAR MYAKKA HEAD FL,20,291,1839.581146,2126.69909482967,10.1094495195544,11.6873110975354,-0.145033149260901,-0.207407398006943,0.0121641276637992,0.03125,3.78369940771004e-05,1,-0.145923380076616,NA,181.9665,-0.145241527099036,0.864993618736331,0.864813392014338,27.47365137,-82.21120106,NA
2982,249504,49.3056,NA,NA,Brushy Creek at Gunn Hwy,21,49,2654.2313827,907.967627084967,53.8322499411832,18.4151014709276,1.07270166874638,1.53456120157516,0.0128384988357988,0.03125,0.00218759251150085,1,1.07965462958454,NA,49.3056,1.07380506993046,2.92326653894194,2.92649385488708,28.06565,-82.55524,NA
2983,249503,49.059,NA,NA,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,22,49,460.87050348,620.603378479916,9.39420908457164,12.6501432658618,-0.297575095870568,-0.425530805948821,0.012061575227253,0.03125,0.000157909452911929,1,-0.299386107378388,NA,49.059,-0.296704868056847,0.742616813670657,0.743263340748971,28.06585014,-82.56565243,NA
3299,249280,254.7864,NA,NA,BLACKWATER CREEK NEAR KNIGHTS FL,23,291,32331.539628,17956.3847475976,126.89664608472,70.4762292948038,0.588097464939407,0.844364348416772,0.0199740765488246,0.03125,0.0010379128436722,1,0.594060293514893,NA,254.7864,0.588748824497513,1.80055952701312,1.80173272071497,28.14056981,-82.1498072,NA
3301,249262,171.3213,NA,NA,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,24,171,14825.569513,3257.56914156103,86.5366391277675,19.0143849104637,1.5153721047261,2.17794593888752,0.0219904162621978,0.03125,0.00761827235988862,0.999999999999967,1.53231387154265,NA,171.3213,1.51704961784866,4.55111430294786,4.55875526402772,28.18556681,-82.1839736,NA
3312,249272,291.0339,NA,NA,HillsboroughBlackwater Creek1501,25,291,32093.848578,31343.3217250539,110.275292940101,107.69646328161,0.0236631574258883,0.0336558037792483,0.00132500350671746,0.03125,1.07345723942156e-07,1,0.0236788499053387,NA,36.2475,0.54119836708165,1.02394535140627,1.71806450097744,28.146,-82.1711666,NA
3324,249400,503.6427,NA,NA,Hillsborough River at US 301 bridge,26,538,54261.357884,45810.4003447596,107.737802779629,90.9581342979053,0.169301185320183,0.240662719594291,0.000227741387201319,0.03125,9.42389599147412e-07,1,0.169320467057083,NA,41.2875,0.871202621172234,1.18447683223985,2.38978312983693,28.1502778,-82.2211111,NA
3337,249470,538.2702,NA,NA,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,27,538,79743.477207,53748.7418694121,148.147672315874,99.8545746530499,0.394494688158975,0.560734168324809,7.59752688302562e-05,0.03125,1.70644088503507e-06,1,0.394509674932941,NA,34.6275,1.22031179631327,1.48363430349207,3.38824401093216,28.15001267,-82.23230876,NA
3381,249418,948.6135,NA,NA,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,28,977,88235.561352,75221.353222513,93.0152916356345,79.2961023878671,0.15957492860953,0.227754032686521,0.00826442713565725,0.03125,3.08759962080839e-05,1,0.160238441806134,NA,410.3433,0.97015613588492,1.17301215109744,2.63835636930281,28.09751561,-82.3123123,NA
3524,249608,48.393,NA,NA,Delaney Creek at US 41,29,49,3569.4600533,541.711990842582,73.7598424007604,11.1940154741922,1.88543513976386,2.7146930305643,0.0255030982355286,0.03125,0.0137760877775461,0.999999999997277,1.90994721835869,NA,48.393,1.88625911437324,6.5892210503741,6.59465263865327,27.915,-82.4022222,NA
3668,249114,310.203,NA,NA,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,30,310,249466.0973,89580.0840505685,804.202723055547,288.778909457899,1.02419000434104,1.47582990537801,0.0270574927280534,0.03125,0.00432658210457345,1,1.03833368664941,NA,310.203,1.02279382514182,2.78483883939174,2.7809534183342,27.8839148,-82.10008689,NA
3680,249109,686.349,NA,NA,HillsboroughAlafia River2151,31,916,514391.69942,280733.005959978,749.460841962325,409.023697798026,0.605580975439775,0.861283605206087,0.00126375680220361,0.03125,6.70466404052421e-05,1,0.605963992046411,NA,380.6946,1.30155723276399,1.83231643055656,3.67501506789543,27.86,-82.14,NA
3705,249102,836.9532,NA,NA,ALAPHIA RIVER AT LITHIA,32,916,334167.4735,560883.471855212,399.266617894525,670.149145561798,-0.517870883920299,-0.737065333175704,0.00269098864892964,0.03125,0.000104704671232232,1,-0.518569085711665,NA,150.6042,0.357002277395619,0.595787699706478,1.42903912433761,27.8719425,-82.211383,NA
3717,249111,916.0461,NA,NA,Alafia River at Bell Shoals Road,33,916,366201.33654,314756.461757851,399.762999416732,343.603298739934,0.151384079463773,0.215340620419989,0.00159392844353416,0.03125,5.28792749240801e-06,1,0.151504871578537,NA,79.0929,0.492872917659573,1.16344342700652,1.63701247279345,27.8577778,-82.2688889,NA
3729,249100,977.4585,NA,NA,Alafia River upstream of Buckhorn Springs,34,977,218366.44404,345386.868390429,223.40226622409,353.351951402979,-0.458490558872173,-0.65178595706386,0.000346431446216824,0.03125,1.05159799385804e-05,1,-0.458569997286436,NA,61.4124,0.0323398625755811,0.63223725052904,1.03286847900184,27.884933,-82.30665,NA
3756,249776,1019.7936,NA,NA,Alafia River at US 301,35,1034,304576.67918,205376.51089965,298.665023177239,201.390272403798,0.394077942300754,0.560198034589327,0.000276694000756921,0.03125,6.20404661315103e-06,1,0.39413247311851,NA,42.3351,0.42628447764011,1.48301613385974,1.53155640671886,27.8691,-82.3264,NA
3760,249778,1033.6248,NA,NA,Alafia River at US Hwy 41 SR 45,36,1034,253053.68471,279281.935945093,244.821607134426,270.19662835595,-0.0986201359397825,-0.140223698626341,0.000720260667996181,0.03125,1.01231906971754e-06,1,-0.098655671239439,NA,13.8312,0.327399532639319,0.90608683248225,1.38735566033445,27.8591667,-82.3830556,NA
3765,249633,83.1753,NA,NA,Bullfrog Creek  Old Big Bend Road,37,101,20803.269888,6855.26503962823,250.113553999805,82.4194807788878,1.11009320454382,1.59062335775095,0.0160276343549602,0.03125,0.00294369764246815,1,1.11909767453939,NA,83.1753,1.11053094105505,3.03464122360588,3.0359698876491,27.79197208,-82.35203685,NA
3960,248903,398.8728,NA,NA,LITTLE MANATEE RIVER AT US HWY 301,38,473,105455.59726,32478.6454405455,264.384027339041,81.4260722730291,1.17770717526242,1.6960952313225,0.0259687278236945,0.03125,0.00547835541984373,0.999999999999997,1.19330338003722,NA,394.3242,1.17792842770383,3.2469210408742,3.24763950956009,27.6708323,-82.3527732,NA
4015,248955,473.283,NA,NA,Little Manatee River near small cove on the S side,39,473,46765.202889,92750.3628883951,98.810231698582,195.972310200018,-0.684772215666499,-0.974122487391482,0.00169361678664233,0.03125,0.000114987439677413,1,-0.685352824126588,NA,74.4102,0.397629059968267,0.504205066510325,1.48829186047278,27.672217,-82.417,NA
4238,248515,181.9665,NA,NA,MANATEE RIVER NEAR MYAKKA HEAD FL,40,291,21982.817672,15037.6001608077,120.806948927412,82.6393878038414,0.37970739128423,0.54214905399687,0.00903248460765514,0.03125,0.000191362653683702,1,0.381433947027843,NA,181.9665,0.379808480761769,1.46185677481261,1.46200456061989,27.47365137,-82.21120106,NA
5762,353033,49.3056,NA,NA,Brushy Creek at Gunn Hwy,41,49,160.11049165,30.3033847066132,3.24730845279238,0.61460330482974,1.66460473694514,2.39918315019855,0.02748978506852,0.03125,0.0116218681000785,0.999999999999228,1.68796734380765,NA,49.3056,1.66539986290644,5.28358443124865,5.2877872170493,28.06565,-82.55524,NA
5763,353032,49.059,NA,NA,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,42,49,20.019051646,31.7792003381436,0.408060735970974,0.647775134799805,-0.462127595931915,-0.6650213096917,0.024445790496234,0.03125,0.000791581737984721,1,-0.467881851205435,NA,49.059,-0.461354881317047,0.629941956782711,0.630428910253038,28.06585014,-82.56565243,NA
6079,352809,254.7864,NA,NA,BLACKWATER CREEK NEAR KNIGHTS FL,43,291,1696.557218,1418.48911946847,6.65874323747264,5.56736591697386,0.179008726969963,0.257072083047425,0.0204258871364613,0.03125,9.84295333058128e-05,1,0.180865425448137,NA,254.7864,0.179748778239494,1.19603118185054,1.19691663384459,28.14056981,-82.1498072,NA
6081,352791,171.3213,NA,NA,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,44,171,948.41174138,238.228742634327,5.53586589279909,1.39053779439175,1.38155741870005,1.98455862995422,0.0209412895511726,0.03125,0.00601720098783938,0.999999999999994,1.39625445391993,NA,171.3213,1.38322920977671,3.98109703679115,3.98775816574913,28.18556681,-82.1839736,NA
6092,352801,291.0339,NA,NA,HillsboroughBlackwater Creek1501,45,291,1568.479603,1680.00301186644,5.38933644156231,5.77253375591792,-0.0686888417712481,-0.0976670167159164,0.000747445773084325,0.03125,5.09650238634391e-07,1,-0.0687145267629692,NA,36.2475,0.0894942560681074,0.933617137541593,1.09362105160947,28.146,-82.1711666,NA
6104,352929,503.6427,NA,NA,Hillsborough River at US 301 bridge,46,538,4170.0514167,2480.72967964242,8.27978131461054,4.92557457825243,0.519375623315307,0.738507822794353,0.000801785520050269,0.03125,3.12599820177735e-05,1,0.519583962533328,NA,41.2875,0.882345021813842,1.68097775864926,2.41655995292664,28.1502778,-82.2211111,NA
6117,352999,538.2702,NA,NA,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,47,538,4800.8613613,4110.42386813388,8.91905470765426,7.63635785175156,0.155269197962072,0.220856542281119,0.00149830405480603,0.03125,5.22809715384006e-06,1,0.155385649072248,NA,34.6275,0.997850946924475,1.1679723345611,2.71244636913724,28.15001267,-82.23230876,NA
6161,352947,948.6135,NA,NA,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,48,977,13003.399638,4587.97189168733,13.7077952590808,4.83650284513907,1.04177276112551,1.49260443418116,0.0158636673397914,0.03125,0.00256513217351031,1,1.05013556047682,NA,410.3433,1.71724072911257,2.83423698858314,5.5691404770403,28.09751561,-82.3123123,NA
6304,353137,48.393,NA,NA,Delaney Creek at US 41,49,49,172.11184889,55.1785790708498,3.55654431198727,1.14021819417787,1.13756973205699,1.6349437449658,0.02197680983576,0.03125,0.00429035363025386,1,1.15027969008388,NA,48.393,1.13804847656382,3.11917870645068,3.1206723536314,27.915,-82.4022222,NA
6384,352598,296.2773,NA,NA,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,50,310,6074.6527155,5428.16108739343,20.5032674305456,18.3212182890604,0.112524402770026,0.162027544800182,0.0256511981672169,0.03125,4.9367696910208e-05,1,0.113995967501441,NA,300.8259,0.108044040831549,1.11909956570891,1.11409681005598,27.79669525,-82.11758774,NA
6448,352643,310.203,NA,NA,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,51,310,36759.823731,23343.948648423,118.50247654278,75.2537810673107,0.454067710343663,0.662035261398571,0.0496628197475756,0.03125,0.00163601718380035,1,0.465780989499476,NA,310.203,0.452012542191808,1.57470461765616,1.57147165815301,27.8839148,-82.10008689,NA
6449,352566,359.2467,NA,NA,S Prong of Alafia River upstream of confluence w N,52,473,9927.2561868,7107.52159699574,27.6335348015723,19.7845146441032,0.334130521187234,0.478573407668704,0.0152320745164419,0.03125,0.000253042955302195,1,0.336704717058665,NA,62.9694,0.406559224495339,1.39672543393975,1.50164207272629,27.8630556,-82.1369444,NA
6460,352638,686.349,NA,NA,HillsboroughAlafia River2151,53,916,56784.203336,41741.1664524665,82.7337161356686,60.816241376423,0.30777032983219,0.437525033067983,0.000353586904279756,0.03125,4.83645929175865e-06,1,0.307824756044989,NA,16.8993,0.742201405881994,1.36038851239732,2.10055460164165,27.86,-82.14,NA
6485,352631,836.9532,NA,NA,ALAPHIA RIVER AT LITHIA,54,916,54327.555663,55625.8358378624,64.911103348431,66.4623014021123,-0.0236161976785372,-0.0335906448769248,0.00142200312769431,0.03125,1.14769689495567e-07,1,-0.0236330067610706,NA,150.6042,0.60598337354949,0.976660482394429,1.83305389959274,27.8719425,-82.211383,NA
6497,352640,916.0461,NA,NA,Alafia River at Bell Shoals Road,55,916,48805.059321,50266.0732252071,53.2779510998409,54.8728641770399,-0.0294963788755602,-0.0419340082284896,0.000452634894260045,0.03125,5.6878661671659e-08,1,-0.0295030566877706,NA,79.0929,0.560768895172291,0.97093439350909,1.75201910156111,27.8577778,-82.2688889,NA
6509,352629,977.4585,NA,NA,Alafia River upstream of Buckhorn Springs,56,977,26393.260986,45941.784060125,27.001924875583,47.0012630307322,-0.554266319191834,-0.787939895791424,0.000346430651387419,0.03125,1.53682683441384e-05,1,-0.554362351564973,NA,61.4124,0.00554050453863475,0.574493601542739,1.00555588151953,27.884933,-82.30665,NA
6536,353305,1019.7936,NA,NA,Alafia River at US 301,57,1034,33425.391214,24769.8160438711,32.7766238325089,24.2890483367135,0.299690010248778,0.426021698716918,0.00027669017081258,0.03125,3.58797424468802e-06,1,0.299731479494639,NA,42.3351,0.305219413935301,1.34944043002978,1.35692269809489,27.8691,-82.3264,NA
6540,353307,1033.6248,NA,NA,Alafia River at US Hwy 41 SR 45,58,1034,27840.935111,30643.6616366259,26.9352429537294,29.6467941139047,-0.0959184191847218,-0.136352263567247,0.000280770272583751,0.03125,3.72966432163007e-07,1,-0.0959318875412739,NA,13.8312,0.209188697514497,0.908538132326979,1.23267757978129,27.8591667,-82.3830556,NA
6545,353162,83.1753,NA,NA,Bullfrog Creek  Old Big Bend Road,59,101,1003.0743106,314.751778884381,12.0597618595905,3.78419769912921,1.15904054890653,1.65975151371323,0.014833041017351,0.03125,0.00296263719496836,1,1.16773342366605,NA,83.1753,1.15978107701322,3.18687415891766,3.18923500283257,27.79197208,-82.35203685,NA
6645,352459,56.2347,NA,NA,D3,60,101,603.45270863,489.140068756709,10.7309669764398,8.69818935206748,0.210018787993588,0.301162545196924,0.0175440147217499,0.03125,0.000115688386027747,1,0.21188567510085,NA,56.2347,0.210136566771665,1.23370123850996,1.23384655089153,27.6019444,-82.2111111,NA
6705,352376,100.8054,NA,NA,D1,61,101,1389.5133829,765.628817044403,13.7841165542719,7.59511709734203,0.596011401338291,0.849968755521216,0.00665082176738265,0.03125,0.000345502552392228,1,0.598003325614348,NA,44.5707,0.693535567445469,1.81486557450125,2.00077692463495,27.6494444,-82.2944444,NA
6740,352432,398.8728,NA,NA,LITTLE MANATEE RIVER AT US HWY 301,62,473,4832.8825415,2668.27971786011,12.1163502286945,6.6895504478122,0.594009124798381,0.848647641195012,0.0102394478888687,0.03125,0.000532197929653168,1,0.597073843494618,NA,293.5188,0.830887996716106,1.81123534731053,2.2953561042269,27.6708323,-82.3527732,NA
6795,352484,473.283,NA,NA,Little Manatee River near small cove on the S side,63,473,3591.3658397,4272.82369372363,7.58819953326023,9.02805233596733,-0.173742308387414,-0.247155069666013,0.00167751424307257,0.03125,7.33172849264362e-06,1,-0.173888219587658,NA,74.4102,0.59495447658573,0.840513463023381,1.81294841147998,27.672217,-82.417,NA
7018,352044,181.9665,NA,NA,MANATEE RIVER NEAR MYAKKA HEAD FL,64,291,1851.4120996,869.244857665669,10.1744667265678,4.77694992026373,0.756079068948884,1.08386999568405,0.0169428477146705,0.03125,0.00144621876572618,1,0.762566691707638,NA,181.9665,0.756377092172761,2.12990860201567,2.13054345884015,27.47365137,-82.21120106,NA
7342,351784,126.5526,NA,NA,GC2,65,171,1024.0525469,909.214520347717,8.09191235027965,7.18447918373638,0.118942057298003,0.170477076402031,0.0165831638975961,0.03125,3.50052912896432e-05,1,0.119940713075872,NA,126.5526,0.119364058183013,1.12630465526262,1.12678005712688,27.5535833,-82.3728666,NA
8542,456562,49.3056,NA,NA,Brushy Creek at Gunn Hwy,66,49,250.48322367,119.98267012666,5.080218548603,2.43344914424853,0.736044630163048,1.05392899874993,0.0146640836950655,0.03125,0.00118076994453349,1,0.741501428281771,NA,49.3056,0.736691698186729,2.0876616881886,2.08901298445445,28.06565,-82.55524,NA
8543,456561,49.059,NA,NA,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,67,49,4.729787679,63.3613023462373,0.0964101934201676,1.2915326921918,-2.59497298866629,-3.7120281992494,0.0127165104524926,0.03125,0.012677119264455,0.99999999999853,-2.61163153763712,NA,49.059,-2.59461059242606,0.0746478923863357,0.0746749494042626,28.06585014,-82.56565243,NA
8859,456338,254.7864,NA,NA,BLACKWATER CREEK NEAR KNIGHTS FL,68,291,1353.3135122,1751.78819711621,5.31156102602023,6.87551689225255,-0.258081054468571,-0.369624366131724,0.0151053277981808,0.03125,0.000149669571738063,1,-0.260052618098089,NA,254.7864,-0.258076762934147,0.772532612348809,0.772535927706223,28.14056981,-82.1498072,NA
8861,456320,171.3213,NA,NA,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,69,171,154.29850709,282.492893012382,0.900638199044719,1.64890701280216,-0.60476430884209,-0.866633910076465,0.016216185048924,0.03125,0.000884285164976382,1,-0.609728248184949,NA,171.3213,-0.604152049930957,0.546203146722126,0.546537666862014,28.18556681,-82.1839736,NA
8872,456330,291.0339,NA,NA,HillsboroughBlackwater Creek1501,70,291,1211.0651227,1516.8410067379,4.16125105254061,5.21190489059143,-0.225129648090724,-0.320129203259333,0.000889502280383012,0.03125,6.51712566815401e-06,1,-0.22522984160513,NA,36.2475,-0.433142228962306,0.798412699366894,0.648468254278813,28.146,-82.1711666,NA
8884,456458,503.6427,NA,NA,Hillsborough River at US 301 bridge,71,538,1685.723935,1512.13538828204,3.34706317593802,3.00239711263965,0.108672290289241,0.154534878454571,0.000958946820781966,0.03125,1.63732986294675e-06,1,0.108724433267637,NA,41.2875,-0.292032570398015,1.11479696068431,0.746744213821009,28.1502778,-82.2211111,NA
8897,456528,538.2702,NA,NA,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,72,538,1341.7835142,1840.61524572378,2.49276945704964,3.41950055144012,-0.316100178667399,-0.449432173779615,0.000644772150361966,0.03125,9.30864921921447e-06,1,-0.316202134269613,NA,34.6275,-0.576491890856119,0.728986417621664,0.561866000464085,28.15001267,-82.23230876,NA
8941,456476,948.6135,NA,NA,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,73,977,1851.2981834,2782.30777020895,1.95158321423846,2.93302569508967,-0.407393602745163,-0.581156116046119,0.00724631117843122,0.03125,0.000176089337762643,1,-0.408877723844782,NA,410.3433,-0.653951792137253,0.66538224247599,0.519986831306841,28.09751561,-82.3123123,NA
9084,456666,48.393,NA,NA,Delaney Creek at US 41,74,49,94.970394514,69.3185005626764,1.96248206381088,1.43240759123585,0.314853372383142,0.452734702361141,0.0229251062936673,0.03125,0.0003435128895182,1,0.318525658589608,NA,48.393,0.315321149635339,1.37005840782909,1.37069943990487,27.915,-82.4022222,NA
9164,456127,296.2773,NA,NA,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,75,310,3580.8521923,4937.10184860239,12.0861510223699,16.6637870960833,-0.32117767409118,-0.4616009786994,0.0219614340968649,0.03125,0.000341751258462396,1,-0.324763608751486,NA,300.8259,-0.326503945148309,0.725294373522733,0.72144152884917,27.79669525,-82.11758774,NA
9228,456172,310.203,NA,NA,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,76,310,26634.595868,24075.8939926723,85.8618255400496,77.6133499439796,0.100999876639182,0.146150646287241,0.0351963650957189,0.03125,5.56586063469453e-05,1,0.102825629710191,NA,310.203,0.0988293138950418,1.10627650529224,1.10387786686447,27.8839148,-82.10008689,NA
9229,456095,359.2467,NA,NA,S Prong of Alafia River upstream of confluence w N,77,473,5119.7251241,5551.94402117616,14.2512794803682,15.4544050680943,-0.0810473896014763,-0.116249025555842,0.0180301684740573,0.03125,1.77236124889548e-05,1,-0.0817880697734489,NA,62.9694,-0.269812915419347,0.92214999008859,0.763522324229649,27.8630556,-82.1369444,NA
9240,456167,686.349,NA,NA,HillsboroughAlafia River2151,78,916,26765.019889,28794.4145057628,38.9962247908863,41.9530217218395,-0.0730856206184338,-0.103899967494479,0.000387266544992972,0.03125,2.98731478945236e-07,1,-0.0730997765380449,NA,16.8993,-0.0445354726081799,0.929521240435132,0.956441672011186,27.86,-82.14,NA
9265,456160,836.9532,NA,NA,ALAPHIA RIVER AT LITHIA,79,916,31561.664478,33253.2938186784,37.7101903403918,39.7313658860237,-0.052210589710386,-0.0743388641170765,0.00348445001023781,0.03125,1.38023795034511e-06,1,-0.0523017907136415,NA,150.6042,-0.0843608582650735,0.949128969000713,0.919099531583561,27.8719425,-82.211383,NA
