waterid,origWaterid,demtarea,rchname,station_id,station_name,staid,sitedata.demtarea.class,Obs,predict,Obsyield,predictYield,Resids,standardResids,leverage,leverageCrit,CooksD,CooksDpvalue,boot_resid,weight,tiarea,pResids,ratio.obs.pred,pratio.obs.pred,xlat,xlon,FacWW_P_Jgradient,FacPmine_Jgradient,FertP_Seas_Jgradient,Pmines_v17_Jgradient,GeolP_Jgradient,urban_Seas_Jgradient,logAirTemp_Jgradient,logPPT_Jgradient,PrevSurfSoMoi_Jgradient,PrevET_Jgradient,PrevEVIMean_Jgradient,lkfactup_Jgradient,rchtot_Jgradient,huc8,huc4
900,145580,686.349,NA,NA,HillsboroughAlafia River2151,11,916,11447.966336,16582.4584003522,16.6795119334333,24.1603883743579,-0.370533312118038,-0.524578374610768,0.0235899106759248,0.03125,0.000474883159386286,1,-0.374982611517571,1,380.6946,-0.958519304549679,0.690366051860977,0.383460253675061,27.86,-82.14,0,-4.16863003248391,-1.75000681078946,-8.55162654052075,1.26429397244364,2.28114458834575e-07,-0.0399692193680185,-0.0318224114030023,0.188484628772004,-0.094111916494753,-6.24294646422916e-05,-0.0188490282272757,0.641820415191491,3100204,NA
925,145573,836.9532,NA,NA,ALAPHIA RIVER AT LITHIA,12,916,14778.17905,15460.7081888042,17.6571151768104,18.4726077740119,-0.0451501456478365,-0.0632742461644708,0.00353314101358359,0.03125,1.01396750164123e-06,1,-0.0452301185426561,1,150.6042,-0.793200835345102,0.955853953747188,0.452394435240555,27.8719425,-82.211383,0,0,-1.1229690841904,-19.8124460621982,-0.0405331336913204,-3.78670001665394e-05,-0.0325053556773648,-0.000191694316975664,0.168450519344301,-0.271539465744177,-0.0338517230013058,-0.0960503196527807,0.518231781670987,3100204,NA
937,145582,916.0461,NA,NA,Alafia River at Bell Shoals Road,13,916,12499.542761,14934.9694591476,13.6451023163572,16.3037312850823,-0.178013342228621,-0.24915428589294,0.000996771824009505,0.03125,4.42422851257481e-06,1,-0.178102127950382,1,79.0929,-0.939328687992781,0.836931256886106,0.390890156554584,27.8577778,-82.2688889,0,0,-0.631744966106667,0.682917011342052,0,0,2.86630710086547e-06,0,0.00124118296547445,-0.000894302944537695,0.00188559412967496,-0.000175753450863774,0.31973580075137,3100204,NA
949,145571,977.4585,NA,NA,Alafia River upstream of Buckhorn Springs,14,977,6610.8817262,12558.5751353942,6.76333749842065,12.8481926704757,-0.641686672234396,-0.897909903291768,0.000508689441309557,0.03125,2.9309687488875e-05,1,-0.641849944145458,1,61.4124,-1.55948376085744,0.52640380416791,0.210244579671732,27.884933,-82.30665,0,0,-0.776833786196153,0,-0.0405331336913204,2.28114458834575e-07,-0.000239336642922266,0.000192849102017686,0.102716276764399,0.028062795410222,-0.0103640387888796,0,0.160455103797873,3100204,NA
976,146247,1019.7936,NA,NA,Alafia River at US 301,15,1034,9362.2329384,6501.98866494386,9.18051744823659,6.3757888507477,0.364575745271225,0.510145108322149,0.000491253704629225,0.03125,9.13647472841138e-06,1,0.364665327871155,1,42.3351,-1.18218099911354,1.43990299289161,0.306609294238778,27.8691,-82.3264,0,0,-0.767614281598415,0,1.26429397244364,0.0011882482160693,-0.000239336642922266,-0.00601527528389298,-0.0194153815830522,0.028062795410222,0.00194727593605806,-1.05875572809503e-06,0.197307424595188,3100204,NA
980,146249,1033.6248,NA,NA,Alafia River at US Hwy 41 SR 45,16,1034,4753.9477337,8977.83702946445,4.5992972824375,8.68577943317967,-0.635783613281399,-0.88978810642396,0.00081944127934667,0.03125,4.63787478770588e-05,1,-0.636044267153977,1,13.8312,-1.81679290588394,0.529520386491532,0.162546216911937,27.8591667,-82.3830556,0,0,-0.767614281598415,0,-0.0405331336913204,-0.00628660637102205,0.00746529684420411,0.0318247209730863,0.102720004040571,0.028062795410222,0.0103023569824965,-1.05875572809503e-06,0.123602783000557,3100204,NA
985,146104,83.1753,NA,NA,Bullfrog Creek  Old Big Bend Road,17,101,1335.5977186,660.685562240713,16.0576243019262,7.94329040280844,0.703856173341078,0.992548252429742,0.0158459192569374,0.03125,0.00113299909627528,1,0.709499959904877,1,83.1753,0.703821841065688,2.02153307856513,2.02146367592614,27.79197208,-82.35203685,0,0,-15.4091485281504,0,-2.11997997740621,-0.00199246574069059,-0.120991838764958,0.120962000974249,0.643102367181617,-0.536694901432468,-0.0815192360596025,0.0386017044684806,1.283644367753,3100206,NA
1180,145374,398.8728,NA,NA,LITTLE MANATEE RIVER AT US HWY 301,18,473,5879.3475211,4171.24936820371,14.7399058574563,10.4575929173504,0.343230190335119,0.483540640492746,0.0139396247683415,0.03125,0.00023609430078846,1,0.345647744784344,1,394.3242,0.34320062643131,1.40949317629309,1.40945150678837,27.6708323,-82.3527732,0,0,-13.1209148379217,-8.55149114856767,-5.50498206738226,-3.8095114625374e-05,-0.104979930722748,-0.00601527528389298,0.572319529025933,-0.58286463778601,-0.0443402468903404,0.0295276385008422,1.56769164244139,3100203,NA
1235,145426,473.283,NA,NA,Little Manatee River near small cove on the S side,19,473,3647.6941306,5727.42782313734,7.70721562067516,12.1014864745561,-0.451171310538506,-0.632143330520507,0.00310288710575473,0.03125,8.88420806924454e-05,1,-0.451872910521479,1,74.4102,-0.13186875163958,0.636881728280233,0.87645602094646,27.672217,-82.417,0,0,-0.48660043904076,0,-6.68893791256945,-3.8095114625374e-05,-0.0394962786963757,0.032016415290062,0.103338731885222,-0.148459676160393,-0.0104264682535219,-0.00551505858764699,0.515868818502182,3100203,NA
1458,144986,181.9665,NA,NA,MANATEE RIVER NEAR MYAKKA HEAD FL,20,291,1839.581146,2156.17932083978,10.1094495195544,11.8493201816806,-0.158799914855384,-0.223414515563696,0.0112732931985475,0.03125,4.0650816619484e-05,1,-0.159702653696254,1,181.9665,-0.158803729552649,0.853167047944568,0.85316379337677,27.47365137,-82.21120106,0,0,-14.6043776932789,-6.50524486567352,-8.86935352044955,-1.9047557312687e-05,-0.084992454731638,-0.094482779960683,0.643717367750095,-0.536697595116036,-0.0899976807188072,0.0241009860164911,1.18498711808539,3100202,NA
2982,249504,49.3056,NA,NA,Brushy Creek at Gunn Hwy,21,49,2654.2313827,1053.68635197919,53.8322499411832,21.3705208329112,0.923860287673377,1.30236508538006,0.0152054955292278,0.03125,0.00187064947115198,1,0.930965294227923,1,49.3056,0.924245095260047,2.5189956932767,2.51996520845669,28.06565,-82.55524,0,0,-3.08833906582492,0,-35.7808058010446,-0.0750177209323383,-0.1949045833982,-1.03452572774589,-0.253913234705753,0.856198096786399,-0.254353339776139,0.0240115211574671,0.944888128440754,3100206,NA
2983,249503,49.059,NA,NA,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,22,49,460.87050348,650.061512945867,9.39420908457164,13.2506066765704,-0.343949893691613,-0.484503368059261,0.0137312655582007,0.03125,0.000233443005337647,1,-0.346335928122705,1,49.059,-0.343747237899376,0.708964450750953,0.709108141062733,28.06585014,-82.56565243,0,0,-7.33497936563551,0,-19.266587739024,-0.0557403383023755,-0.1949045833982,-1.03452572774589,0.103955596091787,-0.549834689876609,-0.25626996172357,0.0241004566386271,0.481365311393618,3100206,NA
3299,249280,254.7864,NA,NA,BLACKWATER CREEK NEAR KNIGHTS FL,23,291,32331.539628,18160.9291732181,126.89664608472,71.2790367665548,0.57677067508345,0.811991491647968,0.0125800601169798,0.03125,0.000600006209391755,1,0.580433172248334,1,254.7864,0.577026259800247,1.78028003521313,1.78073510573381,28.14056981,-82.1498072,-0.000302207016376176,0,-12.1431459877736,-2.3879078764948,-20.7544207302084,-0.0103091767381109,-0.194785631653514,-1.15820782488663,0.507207741566855,-0.365656769606066,-0.379644789363663,-0.0425079837272872,1.24677436010561,3100205,NA
3301,249262,171.3213,NA,NA,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,24,171,14825.569513,3361.26717905105,86.5366391277675,19.619668885603,1.48403532036331,2.09904217780957,0.0217617239349333,0.03125,0.0070010461402896,0.999999999999982,1.50045132551372,1,171.3213,1.48438531883743,4.41070843918618,4.41225245059475,28.18556681,-82.1839736,0,0,-9.47578454276506,0,-31.8044325719134,-0.0258681796318408,-0.194785631653514,-1.13220899445054,0.592361093005982,-0.461568066724166,-0.398424843347105,0.0053414226482394,1.6045439632387,3100205,NA
3312,249272,291.0339,NA,NA,HillsboroughBlackwater Creek1501,25,291,32093.848578,32470.3764220177,110.275292940101,111.569052340699,-0.0116638002767484,-0.0163235815926242,0.000810761897744597,0.03125,1.54435968456618e-08,1,-0.0116685314362494,1,36.2475,0.515163058243759,0.988403958145605,1.67391142460287,28.146,-82.1711666,0,0,-1.40857875230282,0,0,0,0.00722739335483227,-0.0785727290442239,-0.0188003810145739,0.0280681827773578,-0.0273833575719311,0,0.31973580075137,3100205,NA
3324,249400,503.6427,NA,NA,Hillsborough River at US 301 bridge,26,538,54261.357884,47731.2299651628,107.737802779629,94.7720079436529,0.128226432512566,0.179396709363638,0.00017341210953947,0.03125,3.98708642291706e-07,1,0.128237551966853,1,41.2875,0.803626212786003,1.13681038438782,2.23362586345105,28.1502778,-82.2211111,0,0,-0.631744966106667,-0.022475064211495,-0.0405331336913204,0,0.00746672999775454,-0.0523798947210792,-0.0187966537384013,-0.000894302944537695,-0.0169568893184093,-0.000176812206591869,0.123595708260531,3100205,NA
3337,249470,538.2702,NA,NA,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,27,538,79743.477207,54386.0492957173,148.147672315874,101.038566310595,0.382707273608194,0.535514339476057,0.000484044074878206,0.03125,9.91994696066891e-06,1,0.382799930841291,1,34.6275,1.15744844639872,1.46624875753348,3.18180436546352,28.15001267,-82.23230876,0,0,0.140492994534722,0,0,0,1.43315355043273e-06,-0.0261905247530606,0.000622455120823521,5.38736713576925e-06,-0.00847844465920463,1.05875572809503e-06,0.196133017750813,3100205,NA
3381,249418,948.6135,NA,NA,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,28,977,88235.561352,87747.8092845419,93.0152916356345,92.5011179838173,0.00554317506949076,0.00776715136194041,0.00323642125596374,0.03125,1.39916323694987e-08,1,0.00555216692627437,1,410.3433,0.775989952413241,1.00555856689113,2.17274197404538,28.09751561,-82.3123123,0,0,-2.66736144500855,-3.77594617948423,-5.46444893369094,-0.00636234037135513,-0.0250371925260598,-0.229698292708611,0.187869628203526,-0.122185486639247,-0.0867320963572339,-0.0293529438057065,0.801094037404962,3100205,NA
3524,249608,48.393,NA,NA,Delaney Creek at US 41,29,49,3569.4600533,519.841927753615,73.7598424007604,10.7420893053461,1.92664483748725,2.72819104250724,0.0239944742866759,0.03125,0.0130701473660439,0.999999999998156,1.95018371200926,1,48.393,1.92685941420844,6.86643354976128,6.86790708464616,27.915,-82.4022222,0,0,-3.54469061666887,0,-19.8989774386212,-0.0899442764889493,-0.214770241337524,-1.06372504492594,-0.211647786546601,-0.550284535032446,-0.190733790099783,0.0414476398656,0.900936306026985,3100206,NA
3668,249114,310.203,NA,NA,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,30,310,249466.0973,71903.6696436803,804.202723055547,231.795532743656,1.2439957218093,1.76771571762333,0.0308043991258201,0.03125,0.00709411327593614,0.99999999999998,1.26361033602823,1,310.203,1.24395757483665,3.46944875743106,3.4693164109885,27.8839148,-82.10008689,-0.380485915714385,-4.16893257848184,-1.75925416887541,-39.2137067628885,-6.72898561950997,-0.00632447337118859,-0.13025502673818,-0.753894485973858,0.442088499555432,-0.367456150229413,-0.205429947756969,-0.178945599383981,1.12318572658511,3100204,NA
3680,249109,686.349,NA,NA,HillsboroughAlafia River2151,31,916,514391.69942,294527.099641676,749.460841962325,429.121481406218,0.55761401834749,0.780609518357935,0.00138476098801702,0.03125,6.03554205221605e-05,1,0.558000500852752,1,380.6946,1.39238898935579,1.74650040707905,4.02445295308175,27.86,-82.14,0,0,-0.491224118083735,-8.55176193247383,-0.0405331336913204,0,-0.0250386256796103,-0.241732307631523,0.0651117874590784,-0.122180099272111,-0.0593487387853028,-0.018495403814092,0.44449884111625,3100204,NA
3705,249102,836.9532,NA,NA,ALAPHIA RIVER AT LITHIA,32,916,334167.4735,544749.970741377,399.266617894525,650.872678115547,-0.488684635141002,-0.684120713282148,0.00140267851646152,0.03125,4.69575243701826e-05,1,-0.489027729841414,1,150.6042,0.600157756826771,0.61343275162588,1.82240627474538,27.8719425,-82.211383,0,0,-0.772210107153178,-5.45846198042549,0.000242713375397128,0,-0.0399720856751194,-0.130952623765303,0.0845383508706484,-0.149359366472067,-0.052818691549545,-0.0478494063755266,0.320903132855719,3100204,NA
3717,249111,916.0461,NA,NA,Alafia River at Bell Shoals Road,33,916,366201.33654,328402.37741924,399.762999416732,358.499836874192,0.108943665035062,0.152525052920875,0.00156429834934769,0.03125,2.60347743637717e-06,1,0.109028975333882,1,79.0929,0.684259140498929,1.11509952947906,1.98230268360962,27.8577778,-82.2688889,0,0,-0.00930306506237057,0.682917011342052,0,0,2.86630710086547e-06,-0.0644162192140753,0.000618727844650925,5.38736713576925e-06,-0.0208529365070438,1.05875572809503e-06,0.356595196288712,3100204,NA
3729,249100,977.4585,NA,NA,Alafia River upstream of Buckhorn Springs,34,977,218366.44404,359571.163874413,223.40226622409,367.863355707084,-0.498737522373149,-0.697782287614045,0.000223988519636346,0.03125,7.79174792586302e-06,1,-0.498793387497846,1,61.4124,0.17328625082021,0.607296874663367,1.18920646769395,27.884933,-82.30665,0,0,-0.767586428110204,0,-0.0405331336913204,0,0.00746529684420411,-0.0320141057199779,-0.0194153815830522,-0.000899690311673464,-0.0104264682535219,0,0.159273622213471,3100204,NA
3756,249776,1019.7936,NA,NA,Alafia River at US 301,35,1034,304576.67918,212413.614495305,298.665023177239,208.290789916024,0.360387489725071,0.504233521288258,0.000288948981748551,0.03125,5.24906641591227e-06,1,0.36043956781037,1,42.3351,0.532709762979465,1.433884922601,1.70354225560407,27.8691,-82.3264,0,0,2.78534882106903e-05,0,0,0,0,-0.000191694316975664,0,0,-6.2055635512697e-05,0,0.159273622213471,3100204,NA
3760,249778,1033.6248,NA,NA,Alafia River at US Hwy 41 SR 45,36,1034,253053.68471,291687.944611766,244.821607134426,282.199057735231,-0.142082889235681,-0.198782813493003,0.000174058016543375,0.03125,4.91359389933768e-07,1,-0.142095256183072,1,13.8312,0.390353481613928,0.867549343003571,1.4775029717221,27.8591667,-82.3830556,0,0,0,0,0,0,0,1.15478504202207e-06,0,0,0,0,0.123602783000557,3100204,NA
3765,249633,83.1753,NA,NA,Bullfrog Creek  Old Big Bend Road,37,101,20803.269888,6755.82929705134,250.113553999805,81.2239847292567,1.12470444874548,1.58846523550121,0.0188850247802827,0.03125,0.00346916573095066,1,1.13547731119317,1,83.1753,1.12470826344274,3.07930662148018,3.07931836812514,27.79197208,-82.35203685,0,0,-15.1611828493547,0,-5.54502977432278,-0.00517386404082699,-0.195023535142886,-1.07400320919246,0.676276988755807,-0.461568066724166,-0.381530757322467,0.0240115211574671,1.31933289381598,3100206,NA
3960,248903,398.8728,NA,NA,LITTLE MANATEE RIVER AT US HWY 301,38,473,105455.59726,42075.1266225641,264.384027339041,105.485073493515,0.918833235748259,1.29490527316988,0.0146377940665792,0.03125,0.00177921198528481,1,0.925632821523383,1,394.3242,0.918859938629119,2.50636434694521,2.50643127498734,27.6708323,-82.3527732,0,0,-12.0025694327743,-15.3534474794188,-11.0099641347645,4.5622891766915e-07,-0.194544861857042,-1.08835372290967,0.713874023508782,-0.434404961625617,-0.320295302920101,-0.0108564812358864,1.60218807480992,3100203,NA
4015,248955,473.283,NA,NA,Little Manatee River near small cove on the S side,39,473,46765.202889,101297.683754501,98.810231698582,214.031950766245,-0.772924147429194,-1.08164450492043,0.000683260748034359,0.03125,5.71379126461709e-05,1,-0.773188337185346,1,74.4102,0.0792811290600639,0.461661127438386,1.08250860392341,27.672217,-82.417,0,0,-0.627065580087271,0,-0.0402904203159232,2.28114458834575e-07,-0.000237903489371834,-0.0523822042911633,0.000618727844650925,-0.000894302944537695,-0.0169565154892797,0,0.284043737318377,3100203,NA
4238,248515,181.9665,NA,NA,MANATEE RIVER NEAR MYAKKA HEAD FL,40,291,21982.817672,15399.081455393,120.806948927412,84.6259144149775,0.355953271411183,0.500205645117339,0.00896884498637861,0.03125,0.000161740340114673,1,0.357560334508842,1,181.9665,0.355990464709523,1.42754083973634,1.42759393567608,27.47365137,-82.21120106,0,0,-12.6389937849003,-12.3053684396997,-11.0094787080137,0,-0.155290786110689,-1.13220899445054,0.403254009113154,-0.582853863051739,-0.315650102155759,0.024189392119787,1.28364083038298,3100202,NA
5762,353033,49.3056,NA,NA,Brushy Creek at Gunn Hwy,41,49,160.11049165,33.0581104421145,3.24730845279238,0.670473748258099,1.57759721436213,2.23372418893748,0.0238160235164894,0.03125,0.00869498094344857,0.999999999999911,1.59672561873951,1,49.3056,1.57790095963191,4.84330439667316,4.84477575092086,28.06565,-82.55524,0,0,-3.59724318555039,0,-25.3834502257824,-0.0824714749319874,0.068741210046506,1.69583676645694,-0.464939497950574,-0.152731858299058,-0.292490826833681,0.0226777536289994,1.04266457297508,3100206,NA
5763,353032,49.059,NA,NA,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,42,49,20.019051646,32.7759206249881,0.408060735970974,0.668091902097232,-0.493009716064361,-0.698513722872355,0.0251011031849117,0.03125,0.000897335975460044,1,-0.499316236926248,1,49.059,-0.492769866973785,0.610785334607433,0.610931848484383,28.06585014,-82.56565243,0,0,-5.68314217404462,0,-16.2081564956448,-0.0718556553325881,0.0570008161613611,1.66164213788136,-0.338136630739817,-0.336010088257928,-0.30619783261396,0.0240562535869791,0.432330288270909,3100206,NA
6079,352809,254.7864,NA,NA,BLACKWATER CREEK NEAR KNIGHTS FL,43,291,1696.557218,1427.7056383672,6.65874323747264,5.60353942897736,0.172532324687248,0.243383456965914,0.0165385415476245,0.03125,7.11531184976671e-05,1,0.173976985538091,1,254.7864,0.172727351084953,1.18831023175077,1.18854200621496,28.14056981,-82.1498072,-0.123869376492429,0,-10.9825050607782,-1.19388624227086,-13.1697491057359,-0.0103282242954236,0.0450218022100691,1.25704818620338,-0.0848458511548876,-0.841267008769614,-0.46964209625334,-0.033437094026833,1.34543514714323,3100205,NA
6081,352791,171.3213,NA,NA,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,44,171,948.41174138,241.400722482496,5.53586589279909,1.40905259580972,1.36833043276866,1.93423571210341,0.0205964251257136,0.03125,0.00561980080007796,0.999999999999997,1.38264326880278,1,171.3213,1.36869187533457,3.9287858446603,3.93020613175758,28.18556681,-82.1839736,0,0,-7.82389164419775,0,-30.9082134332596,-0.0445321624819975,0.0612737634719763,1.29342333763455,-0.094242314386002,-1.02453985136135,-0.454570801064606,-0.014851695975853,1.50707173252551,3100205,NA
6092,352801,291.0339,NA,NA,HillsboroughBlackwater Creek1501,45,291,1568.479603,1729.72143843359,5.38933644156231,5.94336755420449,-0.0978536328784259,-0.136940160379172,0.000711819214624861,0.03125,9.54141058823501e-07,1,-0.0978884785304351,1,36.2475,0.0599212923535077,0.906781617056437,1.06175297517872,28.146,-82.1711666,0,0,-1.26343422523691,0,0,2.28114458834575e-07,0.000239336642922266,0.0987445141582654,3.72727617259594e-06,-0.15025905678374,-0.0320283714217083,0,0.319728726011343,3100205,NA
6104,352929,503.6427,NA,NA,Hillsborough River at US 301 bridge,46,538,4170.0514167,2594.73933246447,8.27978131461054,5.15194468710551,0.47444230422351,0.663912962075564,0.000591531880236977,0.03125,1.86349997200763e-05,1,0.474582690382889,1,41.2875,0.817646325677368,1.6071176647788,2.26516210447204,28.1502778,-82.2211111,0,0.000151272998965196,-0.636368645149642,0.341458505671026,0.612001776063858,0,0.000118951744685917,0.0787632685761575,1.86363808629797e-06,-0.0610927433196233,-0.0254973896131266,-0.000176282828727822,0.240682655696809,3100205,NA
6117,352999,538.2702,NA,NA,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,47,538,4800.8613613,4163.89256063616,8.91905470765426,7.73569214984622,0.142345003626135,0.199158233816066,0.000261468473102589,0.03125,7.40971316736741e-07,1,0.142363616641628,1,34.6275,0.93492227031925,1.1529743602622,2.54701547134495,28.15001267,-82.23230876,0,0,-0.767558574621993,0,0,2.28114458834575e-07,0,0.0261905247530606,0,-0.000899690311673464,-0.00847807083007503,1.05875572809503e-06,0.197321574075241,3100205,NA
6161,352947,948.6135,NA,NA,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,48,977,13003.399638,5330.50148337111,13.7077952590808,5.61925534832796,0.891765513200708,1.24933123306844,0.00288635601636508,0.03125,0.000322724842924131,1,0.893055282299956,1,410.3433,1.52961198307986,2.43943270226358,4.61638523915729,28.09751561,-82.3123123,0,0,-2.67198512405152,-3.77608157143732,-6.7695187532013,-0.00636211225689629,0.0397327490321971,0.308269866967792,-0.102712549488226,-0.24347128296682,-0.101740962081326,0.00551717609910318,0.765423198192048,3100205,NA
6304,353137,48.393,NA,NA,Delaney Creek at US 41,49,49,172.11184889,52.1168146481426,3.55654431198727,1.07694944822893,1.19465691505564,1.69494069600556,0.0277546035937747,0.03125,0.00585787516651199,0.999999999999995,1.21158880982687,1,48.393,1.19485432563914,3.30242456397197,3.30307656188562,27.915,-82.4022222,0,0,-2.52802437023457,0,-12.6917251128912,-0.103175656473346,0.0550155402056241,1.51604193194679,-0.507207741566855,1.19810061784907,-0.234789833394349,0.0313510805535538,0.941343683687547,3100206,NA
